,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
29,49.0,-3.0,-1.0,-5.0,-14.0,-30.0,-100.0,-33.0,-13.0,0.0,-2.0,8.0,7.0,-1.0,54.0,17.0,9.0,2.0,2.0,2.0,7.0,4.0,-19.0,-16.0,-21.0,1.0,-1.0,-5.0,-6.0,2.0,-7.0,22.0,-25.0,-1.0,0.0,2.0,1.0,-6.0,-79.0,-46.0,10.0,1.0,-2.0,-13.0,-14.0,-1.0,58.0,63.0,38.0,2.0,-1.0,6.0,8.0,7.0,74.0,23.0,-37.0,-8.0,-5.0,-5.0,5.0,0.0,-6.0,-23.0,0
30,-8.0,0.0,-1.0,-9.0,-7.0,-14.0,-71.0,-2.0,-5.0,3.0,4.0,8.0,-9.0,16.0,66.0,11.0,12.0,6.0,1.0,5.0,16.0,-2.0,-11.0,-2.0,30.0,-3.0,-9.0,-13.0,5.0,-1.0,1.0,7.0,18.0,-1.0,1.0,3.0,-1.0,3.0,-35.0,-5.0,-9.0,-5.0,-3.0,-1.0,7.0,-10.0,-46.0,-12.0,0.0,-1.0,2.0,-2.0,-9.0,-6.0,-91.0,4.0,-20.0,2.0,2.0,2.0,11.0,7.0,40.0,21.0,0
31,-2.0,4.0,2.0,-3.0,4.0,21.0,105.0,17.0,13.0,-1.0,2.0,13.0,12.0,2.0,-34.0,-3.0,12.0,-3.0,-4.0,-14.0,-6.0,7.0,16.0,7.0,-39.0,-1.0,-1.0,1.0,-13.0,-20.0,-80.0,-8.0,0.0,-6.0,-3.0,-4.0,-5.0,9.0,-1.0,-38.0,4.0,2.0,4.0,10.0,26.0,1.0,57.0,25.0,10.0,-1.0,-4.0,-3.0,-8.0,9.0,-25.0,-8.0,-54.0,-3.0,-4.0,-3.0,-6.0,-7.0,-30.0,-25.0,0
32,58.0,3.0,-3.0,-4.0,-2.0,-2.0,49.0,21.0,1.0,-2.0,-2.0,5.0,4.0,-5.0,-75.0,-5.0,5.0,-4.0,-1.0,-7.0,-6.0,-18.0,-19.0,25.0,-30.0,3.0,4.0,7.0,12.0,27.0,117.0,25.0,25.0,1.0,5.0,8.0,12.0,3.0,-33.0,-4.0,-30.0,-7.0,-7.0,-13.0,3.0,0.0,-54.0,19.0,43.0,0.0,0.0,12.0,5.0,2.0,41.0,-51.0,-4.0,0.0,2.0,-10.0,-16.0,-5.0,-28.0,9.0,0
33,-31.0,-4.0,-9.0,-17.0,0.0,2.0,9.0,6.0,0.0,-2.0,0.0,9.0,5.0,-7.0,-8.0,-31.0,-7.0,0.0,1.0,2.0,2.0,-5.0,-20.0,3.0,10.0,-1.0,-1.0,6.0,1.0,-1.0,36.0,10.0,-54.0,-2.0,0.0,11.0,-5.0,2.0,-57.0,-22.0,69.0,-1.0,-5.0,-14.0,0.0,-27.0,-114.0,-41.0,-11.0,4.0,2.0,-4.0,2.0,32.0,116.0,7.0,24.0,-1.0,-1.0,-1.0,6.0,18.0,-13.0,12.0,0
34,5.0,2.0,2.0,6.0,7.0,10.0,40.0,-6.0,-53.0,-1.0,1.0,0.0,8.0,-2.0,-19.0,6.0,54.0,-5.0,-9.0,-25.0,-25.0,-24.0,-79.0,-25.0,6.0,1.0,-2.0,-3.0,13.0,27.0,84.0,16.0,10.0,-2.0,-3.0,3.0,3.0,2.0,-14.0,15.0,1.0,1.0,3.0,9.0,-2.0,-5.0,19.0,13.0,-35.0,-2.0,0.0,-2.0,1.0,-12.0,-47.0,-68.0,2.0,-2.0,-2.0,-2.0,-1.0,-2.0,-19.0,2.0,0
35,-3.0,-2.0,-2.0,-3.0,2.0,9.0,26.0,1.0,17.0,1.0,0.0,-5.0,-9.0,-9.0,-8.0,6.0,-17.0,-3.0,1.0,3.0,1.0,-1.0,30.0,13.0,-42.0,1.0,7.0,11.0,-8.0,-13.0,-102.0,-54.0,3.0,-4.0,-4.0,-5.0,35.0,-4.0,55.0,49.0,87.0,3.0,-6.0,-4.0,-12.0,24.0,-14.0,0.0,-13.0,2.0,6.0,16.0,10.0,17.0,44.0,10.0,-13.0,0.0,-1.0,-13.0,-21.0,-6.0,11.0,4.0,0
36,-21.0,-3.0,-3.0,4.0,-2.0,-17.0,-128.0,-20.0,-1.0,-6.0,-4.0,-7.0,1.0,-12.0,79.0,4.0,-2.0,0.0,-4.0,2.0,5.0,28.0,56.0,16.0,-8.0,-1.0,3.0,9.0,5.0,-5.0,7.0,4.0,-13.0,0.0,-1.0,-4.0,-4.0,0.0,14.0,-16.0,30.0,-1.0,-2.0,-11.0,-13.0,-5.0,-75.0,-12.0,-19.0,0.0,-2.0,8.0,-4.0,-24.0,16.0,43.0,5.0,-2.0,-4.0,-8.0,3.0,1.0,56.0,20.0,0
37,9.0,1.0,-1.0,3.0,3.0,1.0,-36.0,-8.0,-14.0,3.0,3.0,2.0,-1.0,13.0,38.0,-6.0,-47.0,-3.0,-2.0,-7.0,5.0,-7.0,-36.0,-8.0,51.0,-1.0,-3.0,-3.0,-7.0,-5.0,4.0,4.0,35.0,1.0,4.0,1.0,7.0,0.0,-11.0,11.0,-42.0,-4.0,-2.0,-6.0,-9.0,10.0,9.0,-16.0,48.0,2.0,4.0,8.0,22.0,12.0,-11.0,-14.0,-30.0,-4.0,-2.0,12.0,4.0,-3.0,-7.0,0.0,0
38,13.0,-4.0,-14.0,-44.0,-41.0,-8.0,13.0,-2.0,-4.0,0.0,2.0,6.0,8.0,-2.0,-31.0,-3.0,-14.0,-4.0,-4.0,-13.0,-2.0,-7.0,-31.0,-26.0,3.0,2.0,4.0,8.0,6.0,13.0,76.0,16.0,-6.0,1.0,-1.0,7.0,0.0,11.0,8.0,2.0,-3.0,-2.0,-3.0,3.0,8.0,-1.0,-12.0,3.0,-1.0,-4.0,0.0,1.0,-9.0,6.0,-5.0,15.0,4.0,3.0,4.0,-2.0,3.0,-17.0,-64.0,-33.0,0
39,-26.0,-7.0,-6.0,-8.0,-13.0,4.0,24.0,12.0,23.0,0.0,3.0,9.0,-7.0,-6.0,-16.0,-2.0,-24.0,-2.0,4.0,5.0,37.0,-3.0,9.0,-7.0,17.0,-1.0,-5.0,4.0,-13.0,9.0,-3.0,3.0,-18.0,2.0,5.0,1.0,-3.0,2.0,-8.0,-9.0,21.0,0.0,2.0,5.0,5.0,-3.0,46.0,28.0,-35.0,-1.0,0.0,-13.0,-9.0,-8.0,-90.0,-44.0,44.0,1.0,-4.0,-3.0,-1.0,-2.0,66.0,18.0,0
40,-21.0,-2.0,0.0,5.0,25.0,12.0,-18.0,4.0,-6.0,-3.0,-2.0,-4.0,-16.0,1.0,-2.0,5.0,7.0,-4.0,-3.0,1.0,-1.0,2.0,-15.0,14.0,-14.0,2.0,2.0,-4.0,15.0,16.0,12.0,-24.0,2.0,1.0,3.0,13.0,-14.0,-5.0,5.0,-18.0,-32.0,-4.0,-3.0,-5.0,29.0,-14.0,22.0,25.0,30.0,1.0,-2.0,2.0,-11.0,7.0,-44.0,-17.0,-31.0,-6.0,-4.0,-4.0,-6.0,-12.0,-49.0,5.0,0
41,23.0,1.0,-1.0,-5.0,7.0,22.0,72.0,8.0,-23.0,1.0,0.0,-1.0,-3.0,-5.0,-41.0,-4.0,-8.0,-2.0,0.0,3.0,-5.0,0.0,0.0,16.0,1.0,2.0,1.0,9.0,15.0,14.0,30.0,4.0,-13.0,-2.0,-4.0,-11.0,-5.0,-1.0,-18.0,2.0,9.0,-2.0,-4.0,-7.0,-5.0,3.0,40.0,2.0,4.0,-1.0,1.0,9.0,13.0,9.0,-27.0,14.0,-1.0,4.0,2.0,-8.0,-15.0,5.0,-2.0,-29.0,0
42,14.0,-1.0,4.0,4.0,-3.0,-25.0,-57.0,10.0,-3.0,3.0,3.0,6.0,1.0,17.0,71.0,3.0,-39.0,-2.0,-2.0,2.0,11.0,5.0,5.0,12.0,56.0,4.0,0.0,-7.0,-6.0,-1.0,-11.0,0.0,-15.0,-6.0,-5.0,-5.0,-8.0,-1.0,-21.0,-15.0,9.0,0.0,-2.0,-8.0,-5.0,-14.0,-50.0,-23.0,-7.0,-2.0,-2.0,-3.0,-1.0,-6.0,38.0,9.0,-36.0,-6.0,-5.0,-13.0,-7.0,-3.0,-11.0,10.0,0
43,18.0,0.0,1.0,13.0,-6.0,-4.0,-93.0,-4.0,11.0,1.0,2.0,0.0,24.0,6.0,104.0,1.0,13.0,0.0,-3.0,-20.0,-27.0,21.0,17.0,-14.0,-31.0,-5.0,-4.0,-4.0,13.0,-8.0,-29.0,18.0,-4.0,0.0,3.0,6.0,-16.0,-19.0,-21.0,20.0,-5.0,-6.0,-2.0,-3.0,8.0,-24.0,-51.0,-53.0,10.0,4.0,2.0,6.0,10.0,25.0,40.0,44.0,4.0,-4.0,1.0,10.0,-8.0,4.0,81.0,4.0,0
44,-25.0,-1.0,-2.0,-3.0,36.0,15.0,11.0,-29.0,13.0,0.0,-1.0,2.0,-26.0,-22.0,-101.0,15.0,7.0,-3.0,0.0,11.0,16.0,-11.0,-1.0,-16.0,-16.0,-2.0,-4.0,-15.0,-19.0,9.0,42.0,12.0,-9.0,-1.0,1.0,9.0,19.0,10.0,2.0,-3.0,17.0,-1.0,-4.0,-4.0,-12.0,-19.0,-73.0,10.0,-2.0,-6.0,-6.0,-3.0,-9.0,6.0,76.0,-15.0,-2.0,-1.0,-1.0,0.0,12.0,0.0,-25.0,7.0,0
45,-3.0,0.0,3.0,11.0,-12.0,-12.0,-14.0,-7.0,17.0,5.0,-1.0,-11.0,0.0,20.0,61.0,25.0,-13.0,-2.0,0.0,-1.0,4.0,-2.0,-108.0,-30.0,-10.0,1.0,3.0,-1.0,-9.0,-3.0,50.0,16.0,12.0,-1.0,-4.0,-4.0,-5.0,8.0,5.0,-6.0,-9.0,3.0,3.0,11.0,22.0,0.0,9.0,-8.0,9.0,-1.0,-7.0,-12.0,-6.0,-3.0,-50.0,-23.0,-19.0,-2.0,-2.0,-2.0,3.0,-4.0,-113.0,-18.0,0
